Name,Age,City_Tier,Job_Type,Monthly_Income,EMI_Amount,Active_Loans,Credit_Utilization(%),UPI_Transactions,Bill_Payment_History(%),Bank_Balance_Variance,Is_MSME,GST_Revenue,Invoice_Defaults,Credit_Score
Ucchal Dewan,33,1,Self-Employed,17006,11564,0,51,40,70,46,0,0,0,608
Kiaan Vora,29,1,Salaried,17434,4881,1,95,54,88,17,0,0,0,663
Nathan Dugal,26,1,Salaried,18564,5754,1,48,57,97,5,1,149188,0,717
Naksh Chawla,26,1,Self-Employed,28734,7183,3,34,56,98,27,1,274234,1,775
Lavanya Anne,50,3,Self-Employed,20318,7314,1,16,46,95,27,0,0,0,775
Yagnesh Sathe,57,3,Salaried,48484,31514,0,73,41,73,10,0,0,0,638
Yagnesh Sangha,34,2,Self-Employed,11530,6918,1,83,49,94,11,0,0,0,631
Rehaan Bumb,24,2,Self-Employed,34206,20865,3,64,49,88,40,0,0,0,600
Neelima Thakkar,54,3,Salaried,15230,4264,2,74,48,75,40,1,117109,0,690
Gautami Sheth,22,3,Self-Employed,37007,10361,1,32,64,95,14,0,0,0,728
Harini Banerjee,37,3,Salaried,18322,6412,0,63,61,99,48,0,0,0,726
Kashish Solanki,34,1,Student,16990,2378,1,11,53,79,11,1,199048,0,765
Mitali Murthy,37,1,Self-Employed,25856,9825,0,59,52,93,47,0,0,0,712
Niharika Bir,50,3,Salaried,14617,9647,1,83,43,83,39,1,85718,0,624
Dayamai Bhatti,49,3,Salaried,13780,6338,0,47,53,75,38,1,306573,0,742
Widisha Balay,27,3,Salaried,36916,15504,2,31,39,78,11,0,0,0,666
Wridesh Warrior,29,3,Self-Employed,15044,1203,2,24,50,98,25,0,0,0,784
Oviya Goel,43,2,Salaried,30015,9004,1,57,41,95,9,1,270108,0,784
Yashvi Bandi,56,1,Salaried,10000,6700,0,93,44,86,10,1,170147,2,638
Gautam Dixit,34,1,Self-Employed,24935,3989,2,14,54,80,12,0,0,0,750
Darpan Mani,40,1,Self-Employed,25903,1036,1,84,59,76,22,0,0,0,716
Anay Wali,37,2,Self-Employed,29007,2030,0,89,61,93,46,0,0,0,744
Manbir Mangal,52,3,Self-Employed,17331,1039,1,39,45,99,48,0,0,0,823
Manbir Palla,45,1,Self-Employed,23357,8408,1,33,64,80,44,0,0,0,720
Nitesh Narain,50,1,Salaried,26783,14194,0,93,58,86,20,0,0,0,656
Balendra Parekh,47,3,Salaried,10000,1800,0,67,47,84,8,0,0,0,743
Tanay Oommen,47,2,Self-Employed,19883,4771,0,42,49,91,8,0,0,0,770
Sachi Din,51,3,Self-Employed,18569,7427,0,93,53,80,34,0,0,0,672
Aryan Sandhu,46,2,Salaried,34179,23241,0,74,46,97,38,0,0,0,660
Imaran Grover,34,1,Student,19266,10981,1,86,47,88,26,0,0,0,622
Radhika Nagy,41,1,Salaried,18750,8812,0,33,52,88,34,0,0,0,717
Janya Singhal,48,2,Self-Employed,17838,2497,3,25,59,80,32,1,221147,2,807
Pahal Bahri,35,2,Self-Employed,10000,5100,4,95,40,92,13,0,0,0,605
Ranbir Dubey,50,1,Self-Employed,18795,0,1,39,55,97,43,0,0,0,828
Triya Pau,45,1,Salaried,19756,1778,0,73,40,76,12,0,0,0,736
Avni Tailor,31,1,Salaried,18907,756,0,55,52,88,36,0,0,0,764
Damini Ganesan,31,3,Salaried,18909,5672,1,74,46,92,30,0,0,0,691
Kritika Parikh,48,1,Salaried,20198,7877,0,12,51,82,11,0,0,0,754
Qarin Talwar,25,2,Salaried,28392,13060,0,50,54,79,18,1,333064,1,707
Radhika Gaba,48,3,Self-Employed,43104,862,0,44,35,71,45,0,0,0,774
Aarav Kaur,28,1,Student,20246,9110,0,49,60,93,33,0,0,0,693
Riya Shroff,46,1,Self-Employed,12075,4467,0,71,25,79,32,0,0,0,689
Devika Khosla,26,1,Salaried,22949,7114,0,54,53,87,43,0,0,0,701
Tanvi Saraf,52,1,Salaried,30235,20257,1,30,55,95,43,0,0,0,702
Balvan Tank,52,1,Self-Employed,36649,7696,0,32,49,94,7,0,0,0,800
Kamala Aurora,32,1,Self-Employed,26989,1619,1,76,47,91,47,1,436115,2,787
Kashish Sodhi,26,2,Self-Employed,13055,5091,1,33,46,74,14,0,0,0,670
Chasmum Manda,33,1,Salaried,26346,12646,1,41,40,88,19,0,0,0,684
Janani Minhas,59,1,Salaried,17943,6997,2,38,39,88,20,0,0,0,738
Chatura Aurora,54,3,Salaried,27947,8943,1,47,47,89,38,0,0,0,747
Raksha Jhaveri,43,2,Salaried,21729,8257,1,96,53,90,25,0,0,0,669
Yashasvi Sarma,37,3,Salaried,28724,1148,0,46,33,94,8,0,0,0,795
Yochana Sagar,21,1,Student,15757,1733,0,13,45,96,23,0,0,0,792
Ekalinga Taneja,27,1,Salaried,15532,1242,1,91,46,88,8,1,241382,0,754
Gagan Contractor,33,2,Self-Employed,11835,4023,0,55,36,75,7,0,0,0,682
Mohini Yogi,34,2,Salaried,10000,1800,2,96,48,91,43,0,0,0,686
Ishani Sha,37,3,Student,18523,1852,0,68,40,70,9,0,0,0,713
Vyanjana Talwar,50,3,Student,15127,2269,0,85,60,75,13,1,336290,1,768
Harsh Dhawan,54,2,Salaried,42026,15969,1,40,48,82,8,0,0,0,728
Zilmil Rout,47,2,Self-Employed,43127,14663,1,61,60,70,7,0,0,0,679
Nachiket Gade,45,3,Salaried,10000,6700,1,25,37,94,18,0,0,0,694
Advik Das,55,3,Salaried,51151,12787,1,67,46,73,37,0,0,0,710
Girik Solanki,29,1,Salaried,43423,22145,1,21,51,76,21,0,0,0,667
Abeer Chaudry,26,2,Salaried,31442,10375,1,55,66,79,23,0,0,0,670
Oeshi Korpal,46,2,Salaried,60182,30692,0,90,63,77,42,0,0,0,638
Nilima Mishra,58,3,Salaried,61366,8591,2,79,50,77,47,0,0,0,723
Darika Kari,59,3,Salaried,48661,20924,0,99,43,86,18,0,0,0,685
Aayush Ahluwalia,47,1,Salaried,22445,11446,0,58,42,83,9,1,270637,1,734
Gaurika Sandhu,51,3,Self-Employed,22091,11487,1,54,53,87,28,0,0,0,691
Manthan Char,23,3,Salaried,35740,23945,0,82,45,99,25,0,0,0,620
Champak Madan,44,1,Student,15640,2346,1,55,42,83,6,0,0,0,744
Urvashi Nath,35,2,Salaried,20006,6201,0,27,56,99,23,0,0,0,767
Riya Bera,26,2,Self-Employed,10000,4200,1,77,49,99,43,1,351786,1,720
Ishani Doctor,31,2,Salaried,16960,3392,2,49,44,91,12,1,65977,0,724
Sanaya Khosla,50,2,Salaried,24573,6143,1,97,61,87,18,0,0,0,700
Panini Basu,55,1,Salaried,20427,11030,1,81,46,71,20,0,0,0,634
Hemangini Jain,58,3,Salaried,27356,5197,1,90,50,78,9,0,0,0,714
Naksh Narang,49,1,Salaried,72157,39686,0,43,50,79,11,0,0,0,686
Janani Kumer,43,2,Self-Employed,25251,16413,0,99,46,79,43,0,0,0,600
Arya Dara,23,1,Self-Employed,15386,7231,0,68,63,74,36,1,318390,0,674
Timothy Saraf,46,2,Salaried,13712,8638,2,86,59,70,27,0,0,0,584
Azaan Sibal,34,2,Student,42286,7188,1,88,52,70,36,0,0,0,664
Girik Baral,39,3,Salaried,14570,2768,0,69,54,96,19,0,0,0,750
Gaurav Loke,41,3,Salaried,29797,14302,0,21,55,70,22,0,0,0,691
Upma Gaba,41,1,Salaried,32082,10266,0,55,32,76,29,0,0,0,701
Gauri Chahal,29,2,Salaried,32742,8512,1,45,54,94,46,0,0,0,729
Shivani Salvi,33,1,Salaried,13610,3946,2,87,62,96,8,0,0,0,682
Sai Divan,57,2,Salaried,27819,16969,1,75,57,89,23,0,0,0,666
Anthony Munshi,58,2,Salaried,23315,9326,0,44,52,96,16,0,0,0,764
Rajata Saha,44,1,Student,12577,3395,0,27,49,71,23,0,0,0,734
Manya Sha,58,2,Self-Employed,13378,8963,2,76,45,81,23,0,0,0,628
Ekani Dayal,31,1,Salaried,30235,13605,1,18,55,98,23,0,0,0,729
Amaira Mitter,49,1,Salaried,61526,39376,0,35,42,73,49,0,0,0,664
Lekha Mannan,58,3,Self-Employed,27553,17633,1,98,51,99,19,0,0,0,658
Hemani Bhattacharyya,37,1,Self-Employed,17605,352,0,38,51,87,18,1,195891,0,793
Janaki Karan,46,2,Salaried,10000,1300,0,13,51,75,27,0,0,0,787
Sara Dixit,46,3,Salaried,34438,16185,2,13,56,90,46,0,0,0,729
Divya Raghavan,32,3,Salaried,31328,14097,1,80,47,81,27,0,0,0,635
Triya Chaudhry,38,2,Salaried,31730,10788,0,96,56,71,6,0,0,0,641
Madhavi Lanka,29,1,Self-Employed,25905,18133,2,97,54,79,31,1,152655,1,549
Faraj Swamy,23,3,Salaried,31471,5350,0,35,52,78,33,0,0,0,725
Vinaya Sibal,30,2,Salaried,15838,1425,0,18,48,76,44,0,0,0,766
Ryan Bora,22,1,Salaried,61214,4284,2,75,49,70,9,1,429293,0,717
Isaiah Dhaliwal,28,1,Salaried,29719,18722,1,29,50,72,39,0,0,0,625
Jacob Dara,38,1,Self-Employed,61922,5572,2,81,51,92,19,0,0,0,728
Chaitaly Din,59,1,Student,23621,0,0,82,45,86,12,0,0,0,788
Manbir Sachdeva,51,3,Salaried,10796,2483,0,54,48,78,8,0,0,0,741
Teerth Mallick,34,1,Salaried,18540,7786,1,61,57,87,15,0,0,0,675
Arjun Rama,59,1,Salaried,24850,9940,0,27,46,80,22,0,0,0,751
Lohit Mand,53,1,Salaried,39700,14689,1,29,45,82,39,0,0,0,739
Kavya Acharya,49,1,Salaried,26250,4987,1,79,56,91,46,0,0,0,736
Ekapad Ram,53,1,Salaried,13635,9544,0,49,66,94,49,0,0,0,687
Janya Bhagat,55,3,Self-Employed,10977,2963,2,24,50,94,32,0,0,0,781
Radha Majumdar,22,1,Salaried,13850,2493,1,87,58,79,30,0,0,0,661
Mitesh Srinivas,55,3,Salaried,38778,26369,0,95,42,85,37,0,0,0,630
Yashoda Sachdev,52,3,Salaried,17248,8279,0,67,53,99,9,0,0,0,721
Hiral Soman,56,3,Salaried,17800,4450,1,94,43,80,14,1,168400,0,699
Bishakha Sen,43,1,Self-Employed,11783,1649,3,94,59,91,14,0,0,0,701
Neel Dara,25,1,Salaried,34322,18190,1,81,51,84,36,0,0,0,612
Yachana Jain,36,1,Salaried,40611,25178,0,26,65,80,35,0,0,0,670
Chaitaly Sarna,44,2,Salaried,21677,11488,3,88,48,75,24,1,338204,0,649
Mekhala Maharaj,48,1,Student,43723,18363,2,43,40,94,37,1,262020,0,771
Yashasvi Gade,45,1,Salaried,33163,17244,0,24,43,73,34,0,0,0,693
Hamsini Palla,27,1,Self-Employed,26681,9605,0,44,50,98,31,1,240438,0,775
Priya Soni,58,1,Salaried,29791,5064,1,92,62,90,42,0,0,0,740
Frederick Vyas,27,1,Salaried,12131,7399,1,50,48,94,26,0,0,0,651
Bimala Bumb,42,1,Salaried,32251,3547,0,88,35,70,10,1,275773,0,750
Kala Chopra,42,1,Salaried,45099,18941,1,69,52,98,35,1,241419,0,753
Edhitha Naidu,47,3,Self-Employed,22010,13426,1,99,52,71,19,1,253724,0,639
Kalpit Kant,53,1,Salaried,15512,10703,1,65,49,79,48,1,415327,1,683
Hamsini Thaker,52,3,Self-Employed,17241,172,1,95,43,98,13,0,0,0,775
Girindra Kashyap,59,2,Student,38509,11937,2,93,46,75,38,0,0,0,673
Gaurang Agate,52,3,Self-Employed,22022,9909,0,84,51,83,28,0,0,0,678
Qabil Devan,21,2,Student,17734,6029,3,60,48,87,14,1,169554,0,651
Frado Balakrishnan,30,3,Salaried,26088,12261,0,90,43,79,24,0,0,0,624
Sara Nanda,24,1,Salaried,23897,9080,1,57,61,86,27,0,0,0,669
Harinakshi Sami,49,3,Salaried,21012,1050,3,30,50,79,14,0,0,0,769
Samuel Gokhale,27,1,Self-Employed,30375,10631,3,81,49,87,27,0,0,0,638
Brinda Sathe,58,3,Self-Employed,10970,2742,1,42,49,92,25,0,0,0,778
Aarush Pandit,26,1,Salaried,57562,40293,0,23,55,70,21,0,0,0,620
Ati Bhalla,31,2,Salaried,17374,5559,1,21,50,80,28,0,0,0,716
Jai Raj,29,2,Salaried,16290,0,0,45,49,86,13,0,0,0,775
Aarush Sidhu,50,2,Self-Employed,36954,8499,0,97,47,80,30,0,0,0,700
Dhruv Koshy,42,2,Salaried,27861,13930,0,29,37,75,15,0,0,0,691
Harinakshi Chokshi,59,2,Student,32723,22906,0,85,47,91,24,0,0,0,655
Divya Saran,29,3,Salaried,29812,12222,0,94,60,78,41,0,0,0,628
Kala Kalita,58,1,Salaried,10000,2400,1,12,66,94,26,0,0,0,814
Kabir Date,53,1,Salaried,13856,9283,0,36,50,79,46,1,167516,1,676
Maya Sarin,46,3,Salaried,22881,15787,3,99,49,98,8,0,0,0,605
Girik Barad,36,1,Self-Employed,12884,5926,1,11,51,97,28,0,0,0,741
Mitesh Palan,29,3,Self-Employed,22082,7949,2,28,39,83,11,0,0,0,694
Arin Dasgupta,43,2,Salaried,24415,3906,1,44,53,98,5,1,279690,0,831
Rachita Zachariah,35,1,Salaried,21177,211,0,12,62,71,20,0,0,0,786
Tanvi Kibe,39,1,Salaried,16093,6598,1,26,45,74,34,1,333714,0,745
Henry Bal,36,3,Salaried,14328,7164,0,71,57,73,7,0,0,0,635
Bakhshi Kamdar,45,3,Self-Employed,26084,17215,1,64,64,71,13,0,0,0,611
Pallavi Shan,55,1,Self-Employed,11185,447,0,36,53,99,18,0,0,0,845
Nisha Malhotra,33,1,Salaried,26505,5035,1,64,41,83,31,0,0,0,709
Azad Chand,27,3,Self-Employed,28174,14368,1,45,42,86,14,0,0,0,660
Tripti Ram,54,2,Salaried,18226,729,3,47,53,76,24,0,0,0,757
Saanvi Sandal,34,1,Salaried,26275,7094,1,16,55,71,19,1,103330,0,718
Qushi Subramanian,43,2,Salaried,17159,3088,0,62,46,95,46,0,0,0,763
Ishani Bala,43,3,Salaried,26370,15822,0,39,53,95,25,0,0,0,702
Eiravati Bhargava,37,2,Self-Employed,14230,7399,2,88,54,85,31,0,0,0,619
Ladli Randhawa,33,2,Salaried,18634,2236,1,41,53,87,31,0,0,0,754
Anika Varma,47,1,Self-Employed,25103,12300,1,99,45,98,5,0,0,0,667
Omisha Dora,22,2,Salaried,20587,14205,2,27,55,72,8,0,0,0,595
Mitesh Guha,57,1,Self-Employed,20459,4910,3,94,48,93,48,0,0,0,709
Yadavi Deshpande,50,2,Student,41162,10290,1,71,49,96,39,0,0,0,744
Aditya Sura,24,2,Self-Employed,13684,1368,3,20,54,75,12,0,0,0,720
Lucky Deo,50,2,Self-Employed,12936,8925,2,63,62,76,5,0,0,0,614
Bishakha Pandey,23,1,Salaried,26965,10246,1,32,50,95,16,1,387693,1,760
Deepa Venkatesh,34,2,Salaried,11181,2459,1,39,53,75,33,0,0,0,713
Wishi Sant,31,2,Self-Employed,20314,609,3,72,49,83,12,0,0,0,709
Samuel Ramachandran,43,2,Self-Employed,22773,8426,2,28,50,93,37,0,0,0,735
Qushi Dalal,52,1,Salaried,26090,10436,2,32,58,80,15,0,0,0,714
Falguni Kota,23,1,Salaried,14717,5592,1,58,42,78,15,0,0,0,650
Aachal Korpal,21,1,Salaried,18423,9764,2,91,41,98,41,1,316142,0,664
Charan Khatri,29,3,Salaried,28620,20034,1,14,56,71,8,0,0,0,626
Champak More,29,2,Salaried,21126,13943,0,70,60,99,26,0,0,0,644
Azad Bhargava,32,3,Student,23394,6082,1,38,41,70,14,0,0,0,693
Anita Sami,21,3,Self-Employed,31106,17419,0,47,43,76,36,0,0,0,628
Janya Sahni,36,2,Salaried,31470,10699,1,21,42,73,29,0,0,0,707
Pranav Kari,50,1,Self-Employed,16894,1689,1,99,47,88,18,0,0,0,730
Kashvi Lanka,28,1,Self-Employed,21499,5374,0,62,44,71,9,0,0,0,676
Nidra Nori,30,1,Self-Employed,10000,4100,1,90,55,96,38,1,478699,0,710
Yauvani Dewan,53,2,Self-Employed,30728,9832,0,42,45,79,34,0,0,0,740
Osha Bhavsar,58,2,Self-Employed,22875,1601,1,32,53,76,29,0,0,0,792
Libni Menon,42,3,Self-Employed,63553,10804,2,11,57,86,38,1,444071,1,827
Wishi Solanki,36,1,Salaried,15641,10635,1,86,38,71,24,0,0,0,570
Xalak Batta,39,2,Salaried,10000,6200,0,78,55,87,47,0,0,0,637
Kabir Mandal,31,2,Salaried,10258,1641,2,92,40,92,29,0,0,0,691
Onkar Varkey,31,2,Salaried,21030,7360,1,82,47,89,17,0,0,0,667
Libni Jha,34,1,Self-Employed,29115,10481,2,98,52,71,41,0,0,0,608
Krishna Soman,59,2,Salaried,22037,11238,1,70,48,90,14,0,0,0,696
Meera Wason,46,2,Salaried,31223,17797,2,45,60,95,6,1,367223,0,737
Harrison Sheth,40,2,Self-Employed,28877,12128,0,37,37,78,9,1,272806,0,751
Nathan Tara,40,1,Salaried,22391,4030,0,14,48,72,19,0,0,0,760
Lekha Cheema,25,3,Student,19721,11240,0,76,51,84,21,0,0,0,619
Ishanvi Sathe,21,1,Self-Employed,37993,18996,0,15,59,72,26,0,0,0,664
Neelima Batta,31,3,Self-Employed,13266,7561,1,53,60,70,37,0,0,0,614
Oliver Mitra,30,3,Self-Employed,45039,450,0,60,51,88,47,0,0,0,764
Jairaj Nagar,48,2,Salaried,25418,3558,1,13,54,82,49,1,190328,0,793
Christopher Shankar,54,2,Salaried,11819,8036,2,52,45,93,35,0,0,0,668
Harrison Parmer,33,3,Self-Employed,21615,11888,3,96,62,90,37,1,171578,0,599
Bimala Nair,45,2,Salaried,34998,13999,0,85,45,77,36,0,0,0,664
Osha Jaggi,43,2,Self-Employed,27691,11353,2,20,48,76,28,0,0,0,701
Parth Palan,56,3,Self-Employed,20730,8292,2,28,58,86,6,1,139083,0,737
Kiaan Bhandari,32,3,Salaried,40992,6968,1,28,47,81,10,0,0,0,743
Lakshit Tak,22,1,Salaried,34017,10545,1,52,37,81,46,0,0,0,674
Wakeeta Gokhale,40,3,Salaried,30979,21685,1,28,57,80,19,0,0,0,648
Ishita Shukla,36,3,Salaried,18285,731,0,34,46,79,29,0,0,0,776
Baljiwan Guha,34,1,Salaried,19001,5700,1,80,60,81,16,0,0,0,668
Faqid Kaur,22,2,Self-Employed,23701,10428,0,99,64,99,40,0,0,0,647
Samar Sanghvi,36,1,Salaried,23291,13042,1,98,56,88,12,1,194034,0,616
Praneel Oak,24,1,Self-Employed,66098,23795,2,68,50,76,7,0,0,0,632
Omisha Badami,33,2,Salaried,10935,437,2,39,47,78,41,0,0,0,744
Matthew Shroff,58,2,Self-Employed,20850,10842,2,95,48,81,9,0,0,0,639
Vasatika Bansal,21,2,Salaried,15224,8829,0,91,59,94,21,0,0,0,616
Rachit Palla,29,2,Student,31568,11680,0,50,42,81,24,0,0,0,686
Bhavna Ganesh,41,3,Self-Employed,25964,8568,1,51,49,96,17,1,147423,0,733
Bachittar Ganesan,38,1,Salaried,27808,5283,2,94,52,83,7,0,0,0,677
Rachit Wadhwa,52,2,Salaried,10000,1000,3,91,49,85,12,0,0,0,715
Theodore Vohra,54,2,Student,26502,1325,1,24,55,89,18,0,0,0,824
Sachi Mohan,40,1,Student,14019,1682,2,24,50,76,32,0,0,0,750
Upma Shetty,22,1,Salaried,10000,900,2,59,40,85,13,0,0,0,709
Jasmit Pandit,24,2,Self-Employed,38926,19073,0,55,44,84,16,0,0,0,655
Vinaya Rajan,58,3,Salaried,49732,10443,4,36,46,73,16,0,0,0,724
Jai Baral,27,1,Salaried,25889,8543,0,13,37,70,13,0,0,0,706
Forum Thakur,42,1,Salaried,27527,12662,2,91,37,78,27,0,0,0,623
Bhanumati Bassi,40,2,Salaried,13112,3015,0,56,57,96,19,0,0,0,756
Ishanvi D’Alia,55,3,Self-Employed,15970,2076,0,61,49,86,13,0,0,0,776
Lipika Venkataraman,24,2,Salaried,15807,790,0,11,54,85,37,1,444685,0,839
Turvi Menon,40,1,Salaried,22831,7534,1,91,49,95,45,0,0,0,689
Mason Kamdar,55,1,Salaried,11209,2802,0,35,42,96,44,0,0,0,798
Praneel Sinha,53,1,Salaried,31472,8182,0,46,55,73,46,0,0,0,736
Unnati Gokhale,41,1,Salaried,29288,6736,1,37,56,92,37,0,0,0,759
Jalsa Ghosh,34,1,Self-Employed,22170,7981,0,76,55,76,34,0,0,0,660
Laban Venkataraman,51,2,Salaried,23656,11118,0,73,62,93,43,0,0,0,704
Bahadurjit Aurora,42,3,Student,43182,9931,2,89,53,87,49,1,494458,1,739
Girik De,50,3,Salaried,33975,5096,1,72,64,83,9,0,0,0,737
Krishna Kade,49,2,Salaried,38767,12405,4,77,43,85,45,1,294243,1,720
Yuvraj Sandhu,56,2,Salaried,34816,15319,1,53,45,75,15,0,0,0,692
Ati Sandal,49,2,Self-Employed,24028,12734,1,32,45,97,12,0,0,0,727
Alexander Wali,27,1,Salaried,33296,11320,0,57,49,75,14,0,0,0,670
Theodore Rau,52,1,Salaried,36179,361,1,57,44,84,24,0,0,0,785
Idika Saraf,33,2,Salaried,27580,4688,0,39,45,71,11,1,96452,1,724
Ekiya Rattan,33,2,Salaried,10000,5200,1,43,54,98,8,1,183142,1,694
Advay Bava,34,3,Salaried,11221,7518,1,52,59,98,9,0,0,0,656
Janya Krish,26,2,Salaried,37451,3745,0,85,64,80,30,0,0,0,698
Bina Peri,36,3,Student,10000,6000,1,75,46,84,42,1,172364,0,623
Harshil Edwin,41,1,Salaried,13795,2621,1,45,54,84,8,0,0,0,743
Yadavi Padmanabhan,36,3,Student,11418,7878,4,12,58,90,22,1,171178,1,650
Pallavi Shere,25,3,Salaried,10000,4800,1,87,57,77,13,0,0,0,602
Hemang Bir,44,2,Salaried,26442,13221,1,87,60,99,8,0,0,0,674
Sarthak Kadakia,21,2,Salaried,25926,3629,1,87,59,74,5,1,228292,2,708
Riya Shanker,30,3,Salaried,16773,6541,1,48,47,87,35,0,0,0,688
Caleb Baral,55,1,Self-Employed,42013,16385,1,32,51,96,18,0,0,0,763
Shaurya Narain,51,3,Self-Employed,10000,4200,0,28,62,78,24,0,0,0,729
Prisha Varma,35,1,Salaried,16975,2206,0,79,48,85,37,1,323953,2,773
Chakrika Oommen,31,2,Salaried,15831,4432,0,21,38,89,21,1,460096,0,802
Aryan Jha,29,2,Student,52879,0,0,76,55,71,41,0,0,0,714
Indrajit Wali,22,1,Salaried,22652,8834,1,38,54,78,38,0,0,0,666
Gaurika Pal,50,3,Salaried,26766,15256,0,18,39,85,22,0,0,0,721
Indali Narayan,36,1,Self-Employed,20557,13362,0,37,48,94,34,0,0,0,681
Jairaj Ramachandran,21,1,Salaried,15552,6376,1,54,45,88,44,0,0,0,665
Anya Rama,26,1,Self-Employed,30584,1529,0,58,51,86,37,0,0,0,747
Michael Raja,31,3,Salaried,32070,18921,1,32,52,82,24,0,0,0,655
Tripti Sunder,53,1,Salaried,54380,32084,0,29,48,88,37,0,0,0,717
Ojasvi Dua,37,2,Salaried,10000,3500,1,67,51,82,21,0,0,0,678
Kai Kumar,54,3,Salaried,12049,3494,1,66,60,75,11,0,0,0,706
Lila Sule,45,1,Salaried,15740,4722,2,99,50,91,25,0,0,0,678
Aashi Mitra,42,1,Salaried,45795,19691,0,75,40,96,12,1,393353,1,751
Xalak Bhatti,46,1,Self-Employed,15074,9798,0,22,46,89,31,0,0,0,702
Alexander Karnik,47,2,Self-Employed,41725,18359,2,32,60,70,31,0,0,0,678
Vrinda Chowdhury,58,1,Salaried,10305,6492,2,48,46,90,45,0,0,0,682
Shravya Nagar,29,2,Self-Employed,26059,2084,0,60,58,93,24,0,0,0,758
Yochana Hayre,57,3,Salaried,22835,7078,0,17,39,88,36,0,0,0,792
Bina Prakash,25,3,Salaried,12109,847,0,16,66,90,39,0,0,0,791
Dayita Chacko,38,2,Self-Employed,26798,2947,2,28,48,96,43,0,0,0,785
Benjamin Agrawal,42,3,Student,17817,11224,0,54,54,96,39,0,0,0,682
Prisha Sule,32,1,Salaried,30891,10811,1,56,52,97,45,1,136875,1,711
Indira Grover,42,2,Self-Employed,31269,1563,0,75,55,76,32,0,0,0,737
Harish Agrawal,26,1,Self-Employed,18903,10963,2,11,44,73,48,0,0,0,642
Ria Behl,56,2,Salaried,22669,10427,1,87,43,97,32,0,0,0,698
Ekanta Parikh,47,2,Salaried,45866,4586,1,70,48,98,6,0,0,0,774
Ishaan Bhargava,35,1,Student,14940,4631,2,45,45,92,30,0,0,0,715
Ridhi Sharma,37,3,Salaried,17385,2955,1,40,53,70,10,0,0,0,717
Alexander Mukhopadhyay,23,1,Salaried,27201,8976,0,26,56,99,34,0,0,0,744
Agastya Apte,30,2,Self-Employed,27600,13524,1,66,67,81,36,0,0,0,638
Nisha Murthy,45,2,Salaried,10000,1100,4,27,65,98,42,0,0,0,782
Avi Buch,41,2,Salaried,16260,6016,0,36,56,72,25,1,461152,1,752
Ethan Natarajan,29,1,Salaried,16969,9332,0,25,54,89,37,0,0,0,691
Gagan Iyengar,44,2,Salaried,41430,414,0,81,44,97,23,1,441721,0,834
Madhav Krish,52,1,Salaried,23461,5396,1,39,46,95,18,0,0,0,781
Laban Acharya,23,3,Student,10000,1200,0,26,51,75,10,1,244383,1,788
Wriddhish Khatri,53,1,Salaried,38449,4613,2,47,58,78,31,0,0,0,753
Nikita Pandey,32,1,Salaried,33865,2709,2,27,53,80,10,0,0,0,750
Aashi Kunda,49,2,Salaried,13426,268,3,62,35,98,29,0,0,0,781
Harshil Khosla,41,2,Salaried,30581,1223,3,77,49,93,12,0,0,0,739
Wahab Gole,59,1,Self-Employed,19977,7990,0,14,57,83,11,0,0,0,770
Bhavna Sur,54,1,Salaried,30759,14764,1,68,52,71,35,0,0,0,658
Ijaya Dara,53,1,Salaried,54403,23393,0,60,52,71,48,1,58819,1,684
Edhitha Mitra,52,2,Salaried,23556,471,0,27,49,77,39,0,0,0,809
Warjas Buch,40,3,Salaried,10000,4200,1,68,42,91,45,1,90854,0,686
Oliver Tiwari,23,1,Salaried,14015,3924,1,68,35,93,35,0,0,0,690
Wazir Sharaf,24,1,Self-Employed,18170,9266,0,20,46,98,22,0,0,0,714
Nachiket Kashyap,37,1,Salaried,21121,13095,2,14,47,93,45,1,290408,0,739
Madhav Buch,37,3,Salaried,14763,7233,1,76,51,74,27,0,0,0,625
Brijesh Varughese,39,2,Self-Employed,21055,8632,3,50,55,80,34,1,334126,0,713
Jagat Manne,24,3,Self-Employed,11497,1379,1,65,51,71,36,0,0,0,683
Alka Sankaran,49,2,Salaried,16668,4667,3,92,49,71,23,0,0,0,645
Samarth Naidu,37,3,Self-Employed,19528,3905,2,31,44,93,39,0,0,0,756
Reyansh Lad,42,3,Self-Employed,30594,2141,0,98,53,79,33,0,0,0,716
Oviya Koshy,22,1,Salaried,10000,2900,0,99,53,94,46,0,0,0,667
Nitara Mohan,32,2,Student,12344,6912,2,45,49,98,16,0,0,0,672
Anya Natarajan,31,2,Self-Employed,18876,9815,1,54,50,95,22,1,329351,0,723
Kamya Aurora,49,1,Self-Employed,14232,3700,0,98,51,74,9,0,0,0,679
Pranav Bakshi,40,2,Self-Employed,23604,12746,3,66,38,76,8,0,0,0,614
Naksh Konda,25,3,Student,47101,14601,1,40,53,89,32,0,0,0,707
Gunbir Bir,45,3,Salaried,11780,2120,1,59,42,72,26,0,0,0,714
Farhan Bhandari,54,3,Salaried,10903,2725,1,94,60,79,5,0,0,0,694
Janaki Shukla,32,3,Salaried,21156,6981,2,53,54,92,41,0,0,0,698
Kabir Ghosh,48,2,Salaried,15734,3146,1,24,44,89,8,1,278961,2,834
Arjun Kalla,54,1,Salaried,20861,8135,0,95,46,83,7,0,0,0,683
Rajata Grewal,26,2,Salaried,36725,22769,1,96,53,93,26,0,0,0,599
